Date,Day,Month,Year,data_4th_Digit,OE,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR
2017-11-25,25,11,2017,16,Even,13.72,12.25,12.98,13.35,5.66,16.83,11.18,0.39
2017-11-28,28,11,2017,27,Odd,5.87,-0.95,2.46,5.83,10.73,11.25,0.51,2.07
2017-11-30,30,11,2017,5,Odd,9.22,4.87,7.05,8.43,6.42,13.26,6.83,0.88
2017-12-2,2,12,2017,4,Odd,6.55,2.24,4.4,6.05,9.58,12.12,2.54,1.15
2017-12-5,5,12,2017,10,Odd,6.38,-1.64,2.37,4.4,11.93,13.47,1.54,0.06
2017-12-7,7,12,2017,14,Even,8.1,4.93,6.51,6.26,7.84,13.01,5.16,0.08
2017-12-9,9,12,2017,21,Odd,6.62,1.9,4.26,6.1,11.63,11.76,0.13,0.91
2017-12-12,12,12,2017,2,Even,12.84,11.46,12.15,12.23,4.56,15.52,10.96,5.78
2017-12-14,14,12,2017,25,Odd,10.12,8.92,9.52,9.33,7.25,12.55,5.3,0.92
2017-12-16,16,12,2017,3,Odd,8.35,4.86,6.6,7.78,6.77,11.59,4.83,1.77
2017-12-18,18,12,2017,24,Odd,2.9,-2.68,0.11,2.27,10.26,9.36,-0.9,0.01
2017-12-19,19,12,2017,22,Odd,2.17,-4.02,-0.93,1.41,9.36,8.13,-1.23,0.0
2017-12-21,21,12,2017,12,Odd,1.96,-2.71,-0.38,1.49,11.14,9.37,-1.77,0.0
2017-12-23,23,12,2017,35,Odd,6.76,1.79,4.27,5.01,12.72,14.43,1.71,0.0
2017-12-28,28,12,2017,10,Odd,6.4,3.41,4.9,5.45,6.88,8.76,1.88,5.42
2017-12-30,30,12,2017,6,Even,5.98,1.7,3.84,4.59,9.27,10.82,1.55,0.17
2018-1-2,2,1,2018,1,Even,7.98,5.23,6.61,7.18,9.07,12.36,3.29,1.69
2018-1-4,4,1,2018,5,Odd,10.01,8.17,9.08,9.33,8.62,14.57,5.95,0.08
2018-1-8,8,1,2018,15,Odd,14.19,9.66,11.92,13.06,5.88,17.61,11.73,0.59
2018-1-9,9,1,2018,8,Even,12.58,11.61,12.09,11.85,5.47,14.27,8.8,13.06
2018-1-11,11,1,2018,3,Odd,8.01,6.12,7.06,7.24,4.85,10.76,5.91,10.92
2018-1-13,13,1,2018,2,Odd,6.37,2.86,4.62,5.95,10.8,13.05,2.24,0.02
2018-1-16,16,1,2018,9,Odd,9.5,7.98,8.74,8.8,6.25,12.73,6.47,2.28
2018-1-18,18,1,2018,29,Even,5.96,0.67,3.32,5.21,12.23,12.09,-0.14,0.03
2018-1-20,20,1,2018,27,Even,8.78,6.25,7.51,7.8,7.91,13.68,5.76,0.12
2018-1-23,23,1,2018,2,Even,9.26,5.08,7.17,8.49,11.72,16.13,4.41,0.01
2018-1-25,25,1,2018,15,Even,8.09,5.04,6.57,6.55,9.43,13.83,4.4,0.01
2018-1-27,27,1,2018,5,Even,9.01,4.59,6.8,7.95,10.03,14.87,4.83,0.02
2018-1-30,30,1,2018,22,Odd,8.44,5.81,7.12,6.7,8.43,13.52,5.09,0.02
2018-2-1,1,2,2018,20,Odd,9.43,7.67,8.55,8.91,5.08,12.29,7.21,1.31
2018-2-3,3,2,2018,1,Even,8.77,5.75,7.26,8.61,8.93,13.37,4.44,6.58
2018-2-6,6,2,2018,4,Odd,8.08,6.22,7.15,7.73,8.22,12.4,4.18,12.51
2018-2-8,8,2,2018,24,Odd,7.64,4.22,5.93,6.74,5.3,10.88,5.58,0.86
2018-2-10,10,2,2018,7,Odd,5.82,0.79,3.3,5.55,11.45,13.1,1.65,0.0
2018-2-13,13,2,2018,3,Odd,5.08,1.3,3.19,4.9,11.02,10.73,-0.29,0.21
2018-2-15,15,2,2018,5,Even,3.39,-2.78,0.3,3.43,12.59,10.76,-1.84,0.01
2018-2-17,17,2,2018,5,Even,8.15,3.69,5.92,7.56,7.94,12.41,4.48,0.92
2018-2-20,20,2,2018,17,Odd,5.81,2.43,4.12,5.92,6.73,9.38,2.65,0.5
2018-2-22,22,2,2018,9,Even,5.87,3.76,4.81,5.66,6.51,8.69,2.18,6.89
2018-2-24,24,2,2018,10,Even,9.25,6.84,8.05,8.8,6.36,13.28,6.93,6.81
2018-2-27,27,2,2018,48,Odd,-1.48,-7.34,-4.41,-0.3,8.7,3.62,-5.09,0.88
2018-3-1,1,3,2018,9,Even,7.62,5.96,6.79,7.26,11.16,12.12,0.95,1.51
2018-3-3,3,3,2018,2,Even,9.33,8.2,8.76,8.33,9.09,14.47,5.37,8.88
2018-3-6,6,3,2018,12,Even,9.26,7.88,8.58,9.18,4.16,11.48,7.33,15.12
2018-3-8,8,3,2018,22,Odd,9.48,6.05,7.76,9.41,9.35,14.7,5.35,0.1
2018-3-10,10,3,2018,11,Even,10.58,8.12,9.35,10.48,10.28,15.87,5.59,0.01
2018-3-13,13,3,2018,19,Odd,10.66,7.15,8.9,10.28,7.06,14.65,7.58,0.27
2018-3-15,15,3,2018,2,Odd,9.8,8.01,8.9,9.4,8.66,13.41,4.75,4.89
2018-3-17,17,3,2018,7,Odd,9.72,7.17,8.44,9.82,6.48,13.22,6.73,2.44
2018-3-20,20,3,2018,9,Odd,7.89,5.19,6.54,7.31,5.66,10.8,5.14,10.04
2018-3-22,22,3,2018,20,Odd,5.19,-0.77,2.22,5.27,9.09,9.64,0.55,0.05
2018-3-24,24,3,2018,2,Even,6.31,-0.1,3.1,7.04,12.48,12.72,0.24,0.01
2018-3-27,27,3,2018,10,Odd,10.38,3.58,6.98,10.05,11.88,16.66,4.79,0.05
2018-3-29,29,3,2018,11,Odd,13.03,10.2,11.62,13.5,8.16,17.93,9.76,0.25
2018-3-31,31,3,2018,1,Odd,11.67,9.01,10.34,11.9,6.98,15.15,8.17,13.35
2018-4-3,3,4,2018,30,Odd,12.26,4.88,8.57,12.17,11.93,18.76,6.84,0.0
2018-4-5,5,4,2018,7,Odd,13.24,9.83,11.54,13.58,8.98,18.3,9.32,6.41
2018-4-7,7,4,2018,3,Odd,14.67,6.86,10.76,14.96,11.62,20.47,8.85,0.01
2018-4-10,10,4,2018,27,Even,12.29,9.76,11.02,12.26,8.46,16.66,8.2,0.07
2018-4-12,12,4,2018,8,Even,12.57,10.48,11.52,12.66,7.38,16.6,9.22,3.84
2018-4-14,14,4,2018,1,Even,17.08,7.99,12.54,16.66,14.54,25.01,10.48,0.0
2018-4-17,17,4,2018,12,Even,15.97,12.03,14.0,16.08,9.34,20.64,11.29,2.85
2018-4-19,19,4,2018,5,Even,18.45,11.34,14.9,18.83,12.45,24.51,12.06,0.04
2018-4-21,21,4,2018,11,Even,18.38,11.71,15.05,18.5,11.32,24.4,13.08,0.0
2018-4-24,24,4,2018,31,Odd,18.27,11.69,14.98,18.45,9.93,23.66,13.73,0.0
2018-4-26,26,4,2018,44,Even,18.23,9.31,13.77,18.19,12.26,24.25,11.99,0.01
2018-4-28,28,4,2018,2,Even,20.69,11.05,15.87,19.87,10.79,26.54,15.75,0.01
2018-4-30,30,4,2018,6,Odd,16.85,11.33,14.09,18.2,7.58,21.05,13.47,0.0
2018-5-3,3,5,2018,9,Odd,17.79,13.34,15.57,17.69,7.98,22.51,14.52,4.79
2018-5-5,5,5,2018,6,Odd,16.65,12.69,14.67,17.45,8.74,21.29,12.55,2.71
2018-5-8,8,5,2018,17,Odd,17.51,15.05,16.28,17.81,5.69,20.69,15.01,7.11
2018-5-10,10,5,2018,41,Odd,18.26,14.02,16.14,19.19,7.59,22.43,14.84,1.98
2018-5-12,12,5,2018,29,Even,18.8,13.76,16.28,19.85,10.24,24.08,13.83,0.09
2018-5-15,15,5,2018,3,Even,12.19,8.96,10.58,12.21,4.2,13.99,9.8,9.72
2018-5-17,17,5,2018,16,Even,16.4,10.94,13.68,17.75,10.59,21.73,11.14,1.1
2018-5-19,19,5,2018,40,Even,19.23,12.59,15.91,19.9,10.67,24.47,13.8,0.08
2018-5-22,22,5,2018,12,Odd,18.33,14.78,16.55,19.07,7.68,22.15,14.48,3.66
2018-5-24,24,5,2018,1,Even,20.27,14.83,17.55,21.39,12.22,26.46,14.25,0.01
2018-5-26,26,5,2018,20,Odd,22.85,15.98,19.41,23.8,12.28,29.11,16.83,0.02
2018-5-29,29,5,2018,19,Odd,24.72,15.35,20.04,24.77,10.73,29.62,18.89,0.16
2018-5-31,31,5,2018,9,Even,22.39,15.8,19.09,23.08,9.38,27.48,18.1,0.11
2018-6-4,4,6,2018,45,Even,21.94,15.51,18.73,22.58,8.59,26.58,17.99,0.23
2018-6-5,5,6,2018,6,Odd,20.58,14.65,17.62,22.05,10.56,25.79,15.23,0.05
2018-6-7,7,6,2018,33,Even,21.76,14.96,18.36,22.14,9.98,28.1,18.11,0.71
2018-6-9,9,6,2018,13,Odd,21.03,15.94,18.48,22.28,10.99,26.53,15.54,0.49
2018-6-12,12,6,2018,1,Odd,22.33,17.0,19.66,23.89,9.24,26.98,17.74,0.47
2018-6-14,14,6,2018,5,Odd,20.93,15.44,18.19,21.71,9.21,25.63,16.42,10.46
2018-6-16,16,6,2018,2,Even,22.94,14.23,18.58,24.37,11.41,28.21,16.81,0.77
2018-6-19,19,6,2018,1,Even,24.85,14.15,19.5,25.41,13.81,31.62,17.81,0.07
2018-6-21,21,6,2018,6,Even,23.9,16.82,20.37,25.35,9.16,28.65,19.49,1.03
2018-6-23,23,6,2018,4,Odd,22.7,14.12,18.41,23.72,8.82,26.97,18.15,0.36
2018-6-26,26,6,2018,2,Odd,21.22,10.46,15.83,22.44,12.88,27.76,14.88,0.04
2018-6-28,28,6,2018,28,Even,21.98,11.58,16.78,23.51,14.25,28.55,14.3,0.31
2018-6-30,30,6,2018,9,Even,25.63,14.86,20.25,27.24,14.22,32.91,18.69,0.01
2018-7-3,3,7,2018,28,Odd,24.98,18.92,21.95,27.47,9.88,30.27,20.4,0.02
2018-7-5,5,7,2018,11,Odd,25.84,17.9,21.87,27.64,10.54,31.12,20.57,0.03
2018-7-7,7,7,2018,3,Even,26.76,14.9,20.83,28.17,13.77,33.67,19.9,0.02
2018-7-10,10,7,2018,27,Even,25.8,13.93,19.87,27.83,12.59,31.92,19.33,0.0
2018-7-12,12,7,2018,3,Even,25.29,16.83,21.06,27.37,10.85,30.43,19.58,0.0
2018-7-14,14,7,2018,2,Odd,28.09,13.81,20.95,29.64,14.14,35.82,21.67,0.0
2018-7-17,17,7,2018,30,Even,25.45,17.22,21.33,27.19,10.68,31.33,20.65,5.41
2018-7-19,19,7,2018,11,Odd,26.75,14.07,20.4,28.27,12.26,33.4,21.15,0.02
2018-7-21,21,7,2018,22,Even,26.15,15.3,20.73,27.09,11.81,32.0,20.19,0.03
2018-7-24,24,7,2018,7,Odd,26.58,13.54,20.06,28.17,14.97,33.84,18.87,0.0
2018-7-26,26,7,2018,21,Even,27.4,13.77,20.59,29.09,14.25,34.24,19.98,0.08
2018-7-28,28,7,2018,10,Odd,26.61,17.98,22.3,28.4,10.17,31.33,21.16,0.14
2018-7-31,31,7,2018,23,Odd,30.42,17.26,23.84,32.26,12.98,36.94,23.95,0.22
2018-8-2,2,8,2018,5,Even,30.15,17.26,23.71,31.86,12.7,36.58,23.88,0.8
2018-8-4,4,8,2018,23,Even,28.09,18.35,23.23,29.75,11.59,34.01,22.42,2.41
2018-8-7,7,8,2018,11,Odd,28.37,18.44,23.4,30.22,10.26,34.0,23.74,2.96
2018-8-9,9,8,2018,31,Even,28.21,17.48,22.84,30.13,10.7,33.86,23.16,0.04
2018-8-11,11,8,2018,14,Odd,28.87,15.01,21.94,30.65,12.46,35.51,23.05,0.0
2018-8-14,14,8,2018,21,Odd,24.08,19.29,21.69,24.62,5.09,26.83,21.74,8.35
2018-8-16,16,8,2018,2,Odd,25.64,16.08,20.86,27.31,11.94,31.54,19.6,1.22
2018-8-18,18,8,2018,7,Even,26.08,17.49,21.79,27.27,10.44,31.69,21.25,4.7
2018-8-21,21,8,2018,2,Odd,27.15,13.65,20.4,28.26,13.62,34.03,20.4,0.2
2018-8-23,23,8,2018,14,Even,26.31,16.34,21.33,26.95,9.48,31.44,21.96,2.07
2018-8-25,25,8,2018,42,Even,24.73,17.51,21.12,26.17,9.29,29.57,20.28,0.2
2018-8-28,28,8,2018,1,Odd,24.01,11.89,17.95,25.82,15.15,31.54,16.39,0.0
2018-8-30,30,8,2018,16,Odd,24.7,15.48,20.08,26.03,10.85,31.04,20.19,0.33
2018-9-1,1,9,2018,1,Odd,22.75,15.78,19.26,24.08,8.8,27.53,18.73,4.49
2018-9-4,4,9,2018,18,Odd,22.41,14.34,18.37,23.98,11.34,28.3,16.96,0.12
2018-9-6,6,9,2018,2,Even,23.9,14.26,19.08,25.26,12.21,30.55,18.34,1.27
2018-9-8,8,9,2018,7,Odd,23.82,15.98,19.9,25.5,11.65,29.82,18.16,0.08
2018-9-11,11,9,2018,59,Odd,25.05,11.37,18.21,25.97,14.74,32.87,18.12,0.01
2018-9-13,13,9,2018,16,Odd,22.47,16.1,19.28,22.55,4.51,24.81,20.3,0.16
2018-9-15,15,9,2018,3,Odd,23.98,16.4,20.19,25.39,10.64,30.01,19.37,0.02
2018-9-18,18,9,2018,2,Even,23.61,17.84,20.73,24.58,8.37,27.98,19.61,2.01
2018-9-20,20,9,2018,15,Odd,22.94,16.98,19.96,22.75,6.74,26.72,19.98,3.75
2018-9-22,22,9,2018,12,Odd,24.03,15.95,19.99,25.03,12.34,30.87,18.54,0.0
2018-9-25,25,9,2018,17,Even,19.49,3.87,11.68,20.99,12.95,26.57,13.62,0.29
2018-9-27,27,9,2018,21,Even,18.34,1.77,10.05,19.25,19.21,28.87,9.65,0.0
2018-9-29,29,9,2018,34,Even,21.13,9.43,15.28,21.4,13.88,28.8,14.91,0.0
2018-10-2,2,10,2018,3,Odd,18.32,8.58,13.45,18.58,8.16,22.83,14.67,0.42
2018-10-4,4,10,2018,15,Odd,20.39,10.29,15.34,20.73,12.94,27.8,14.86,0.26
2018-10-6,6,10,2018,27,Odd,17.98,15.48,16.73,17.92,5.54,21.4,15.86,26.12
2018-10-9,9,10,2018,10,Odd,19.99,13.3,16.65,20.32,9.77,25.3,15.53,0.21
2018-10-11,11,10,2018,20,Even,18.6,14.23,16.41,18.58,5.69,22.37,16.68,4.59
2018-10-13,13,10,2018,14,Even,19.14,7.92,13.53,19.13,12.77,26.5,13.73,0.0
2018-10-16,16,10,2018,8,Even,19.23,14.28,16.76,18.96,6.39,23.49,17.1,1.31
2018-10-18,18,10,2018,16,Odd,20.87,13.19,17.03,20.94,12.3,27.51,15.22,0.02
2018-10-20,20,10,2018,4,Even,20.0,12.25,16.12,19.86,10.75,26.4,15.65,0.0
2018-10-23,23,10,2018,6,Even,15.39,7.22,11.3,15.56,12.93,23.08,10.15,0.04
2018-10-25,25,10,2018,10,Even,17.12,10.95,14.04,17.07,11.85,23.51,11.66,0.01
2018-10-27,27,10,2018,3,Odd,19.44,15.65,17.55,19.53,7.73,22.91,15.19,0.33
2018-10-30,30,10,2018,38,Odd,14.67,8.38,11.52,14.57,5.88,17.59,11.71,3.38
2018-11-3,3,11,2018,23,Odd,16.74,13.48,15.11,16.12,7.41,21.68,14.27,4.19
2018-11-5,5,11,2018,8,Even,15.3,13.69,14.49,14.92,4.94,18.24,13.3,12.97
2018-11-6,6,11,2018,4,Even,15.2,12.72,13.96,15.02,6.8,19.32,12.51,1.99
2018-11-8,8,11,2018,11,Odd,13.98,9.59,11.79,13.15,9.94,19.4,9.46,0.12
2018-11-10,10,11,2018,9,Even,13.88,8.39,11.13,12.93,9.86,19.65,9.8,0.26
2018-11-13,13,11,2018,7,Odd,13.94,8.5,11.22,12.4,8.8,19.22,10.42,0.06
2018-11-15,15,11,2018,6,Even,12.79,8.63,10.71,12.15,10.39,19.02,8.64,0.01
2018-11-17,17,11,2018,3,Odd,8.45,3.16,5.81,8.21,10.76,15.35,4.59,1.27
2018-11-20,20,11,2018,3,Even,13.56,12.36,12.96,12.93,4.48,15.77,11.29,30.63
2018-11-22,22,11,2018,15,Even,12.66,9.68,11.17,10.82,7.52,17.08,9.56,1.02
2018-11-24,24,11,2018,30,Even,14.35,12.94,13.65,13.77,6.69,17.44,10.74,8.22
2018-11-27,27,11,2018,6,Even,9.49,6.43,7.96,9.55,8.2,14.12,5.91,2.63
2018-11-29,29,11,2018,6,Even,7.44,2.9,5.17,6.54,12.34,14.25,1.9,0.02
2018-12-1,1,12,2018,7,Even,10.83,6.08,8.45,9.73,9.34,16.33,7.0,1.1
2018-12-4,4,12,2018,6,Odd,12.28,10.36,11.32,11.68,9.48,17.19,7.72,0.41
2018-12-6,6,12,2018,10,Odd,10.84,8.4,9.62,9.64,7.76,14.72,6.97,2.05
2018-12-10,10,12,2018,7,Odd,8.1,5.12,6.61,6.93,10.42,14.4,3.98,0.03
2018-12-11,11,12,2018,6,Even,5.77,0.03,2.9,4.62,10.73,12.69,1.97,0.0
2018-12-13,13,12,2018,7,Odd,6.85,4.93,5.89,6.9,5.48,9.74,4.26,7.64
2018-12-15,15,12,2018,5,Even,3.65,-0.16,1.75,3.73,10.02,9.26,-0.75,0.13
2018-12-18,18,12,2018,39,Odd,4.7,0.68,2.69,4.08,10.61,11.37,0.76,0.25
2018-12-20,20,12,2018,11,Odd,9.92,8.34,9.13,8.82,8.97,13.69,4.72,7.15
2018-12-22,22,12,2018,4,Odd,10.99,10.01,10.51,10.16,5.45,13.69,8.23,0.98
2018-12-24,24,12,2018,12,Even,11.65,10.68,11.17,10.84,6.21,14.91,8.7,1.19
2018-12-27,27,12,2018,36,Odd,6.04,1.48,3.76,4.22,9.59,12.44,2.86,0.0
2018-12-29,29,12,2018,24,Odd,6.26,3.05,4.66,4.84,10.38,12.89,2.51,0.01
2019-1-3,3,1,2019,1,Even,1.37,-3.6,-1.11,1.05,8.62,6.24,-2.38,0.5
2019-1-5,5,1,2019,46,Even,2.5,-2.0,0.25,1.98,9.38,7.12,-2.27,0.9
2019-1-7,7,1,2019,3,Odd,5.37,0.93,3.15,3.36,10.31,11.62,1.31,0.01
2019-1-8,8,1,2019,23,Even,6.55,4.36,5.45,5.94,8.41,10.41,2.01,1.62
2019-1-10,10,1,2019,2,Even,3.25,-0.53,1.36,2.97,7.47,8.14,0.68,0.79
2019-1-12,12,1,2019,16,Even,1.87,-2.44,-0.29,1.27,10.46,8.29,-2.17,0.09
2019-1-15,15,1,2019,8,Even,5.65,-0.81,2.43,3.89,10.66,11.79,1.12,0.24
2019-1-17,17,1,2019,21,Odd,7.81,6.46,7.13,6.96,7.22,10.83,3.61,4.18
2019-1-19,19,1,2019,1,Even,6.59,3.55,5.07,5.73,6.21,10.07,3.86,0.84
2019-1-22,22,1,2019,3,Even,4.69,2.77,3.73,4.87,6.42,8.64,2.22,14.06
2019-1-24,24,1,2019,3,Odd,5.55,2.98,4.26,5.11,5.62,8.98,3.35,6.77
2019-1-26,26,1,2019,17,Even,3.25,-1.51,0.87,2.83,9.8,9.37,-0.44,0.79
2019-1-29,29,1,2019,6,Odd,3.56,0.06,1.81,3.36,11.09,10.23,-0.86,0.01
2019-1-31,31,1,2019,4,Odd,5.89,3.7,4.8,6.2,8.88,9.65,0.76,5.91
2019-2-2,2,2,2019,37,Even,10.73,9.74,10.23,10.34,4.31,12.42,8.11,39.23
2019-2-5,5,2,2019,11,Even,8.48,3.88,6.18,8.26,13.09,16.85,3.76,0.0
2019-2-7,7,2,2019,9,Odd,8.26,4.57,6.41,6.73,10.68,14.01,3.33,0.01
2019-2-9,9,2,2019,5,Even,8.36,4.85,6.61,7.14,9.89,13.74,3.85,0.02
2019-2-12,12,2,2019,14,Odd,5.83,0.34,3.08,5.24,11.4,12.55,1.15,1.24
2019-2-14,14,2,2019,4,Even,7.48,1.87,4.67,7.09,15.6,16.58,0.97,0.07
2019-2-16,16,2,2019,10,Odd,7.54,2.36,4.94,6.53,12.88,14.12,1.25,0.02
2019-2-19,19,2,2019,15,Odd,8.14,5.13,6.64,7.76,7.12,12.92,5.8,0.02
2019-2-21,21,2,2019,11,Odd,8.56,4.29,6.43,7.54,11.16,14.9,3.73,0.06
2019-2-23,23,2,2019,5,Even,3.63,-3.67,-0.02,3.54,6.31,6.69,0.37,1.12
2019-2-26,26,2,2019,13,Even,8.38,0.78,4.58,6.97,13.16,15.8,2.65,0.0
2019-2-28,28,2,2019,2,Odd,9.83,3.93,6.88,8.41,11.33,16.09,4.76,0.0
2019-3-2,2,3,2019,19,Even,11.11,6.55,8.83,10.73,12.74,17.95,5.21,0.03
2019-3-5,5,3,2019,3,Even,11.03,8.45,9.74,10.72,8.29,15.49,7.2,0.01
2019-3-7,7,3,2019,8,Even,12.35,9.28,10.81,11.8,8.62,17.3,8.68,0.0
2019-3-9,9,3,2019,9,Even,11.65,8.08,9.87,10.95,9.54,17.28,7.74,0.0
2019-3-12,12,3,2019,13,Even,7.68,-0.42,3.63,7.61,9.45,13.28,3.82,0.03
2019-3-14,14,3,2019,27,Odd,9.22,3.62,6.42,9.15,11.2,15.28,4.08,0.19
2019-3-16,16,3,2019,49,Odd,11.11,8.8,9.96,11.18,10.16,16.85,6.69,0.25
2019-3-19,19,3,2019,12,Odd,9.78,5.18,7.48,10.44,9.0,15.04,6.04,0.21
2019-3-21,21,3,2019,27,Odd,12.69,5.89,9.29,12.98,15.84,21.54,5.69,0.46
2019-3-23,23,3,2019,21,Odd,14.23,4.3,9.26,13.13,13.09,21.17,8.08,0.07
2019-3-26,26,3,2019,14,Odd,10.4,5.05,7.72,10.12,6.81,14.18,7.37,3.11
2019-3-28,28,3,2019,43,Even,10.07,2.62,6.34,10.6,14.15,18.01,3.87,0.28
2019-3-30,30,3,2019,1,Even,11.97,2.18,7.08,11.86,13.87,19.38,5.51,0.0
2019-4-2,2,4,2019,19,Even,13.17,8.16,10.67,12.68,8.22,18.18,9.96,0.03
2019-4-4,4,4,2019,7,Odd,12.11,9.94,11.02,12.29,10.27,15.58,5.31,25.42
2019-4-6,6,4,2019,41,Odd,11.61,4.05,7.83,11.94,12.11,18.34,6.23,0.0
2019-4-9,9,4,2019,1,Odd,11.58,7.49,9.54,12.29,12.59,18.26,5.66,0.02
2019-4-11,11,4,2019,5,Even,11.54,7.47,9.5,11.98,8.13,15.36,7.23,3.94
2019-4-13,13,4,2019,16,Even,11.68,8.5,10.08,12.21,5.98,14.53,8.55,3.7
2019-4-16,16,4,2019,15,Even,12.69,8.08,10.39,12.68,8.49,16.98,8.49,0.1
2019-4-18,18,4,2019,7,Odd,15.65,6.06,10.85,15.71,13.6,22.27,8.67,0.0
2019-4-20,20,4,2019,5,Odd,16.04,5.95,10.99,16.69,14.8,23.21,8.41,0.09
2019-4-23,23,4,2019,19,Odd,15.24,11.69,13.47,15.65,6.89,19.22,12.33,7.09
2019-4-27,27,4,2019,6,Even,14.52,9.3,11.9,15.51,10.75,20.26,9.51,0.02
2019-4-29,29,4,2019,8,Odd,12.02,7.32,9.67,12.24,7.89,15.23,7.33,4.17
2019-4-30,30,4,2019,13,Odd,12.09,6.46,9.27,13.26,12.78,18.54,5.76,0.08
2019-5-2,2,5,2019,1,Odd,14.84,8.32,11.58,15.87,12.7,21.39,8.69,0.01
2019-5-4,4,5,2019,4,Even,13.8,10.78,12.29,14.76,6.62,17.53,10.9,6.04
2019-5-7,7,5,2019,5,Odd,12.19,4.58,8.38,13.73,14.8,19.27,4.47,0.04
2019-5-9,9,5,2019,3,Even,14.83,10.37,12.6,15.06,9.53,20.1,10.57,2.75
2019-5-11,11,5,2019,9,Even,16.31,9.8,13.05,17.14,9.91,21.73,11.82,5.51
2019-5-14,14,5,2019,37,Odd,12.75,6.66,9.7,13.48,9.76,17.97,8.21,1.98
2019-5-16,16,5,2019,11,Odd,13.91,7.47,10.69,15.11,14.06,20.79,6.73,1.02
2019-5-18,18,5,2019,31,Odd,15.02,11.98,13.5,15.2,5.41,17.71,12.3,8.37
2019-5-21,21,5,2019,20,Even,15.31,11.98,13.65,16.48,7.47,19.19,11.72,3.43
2019-5-23,23,5,2019,2,Even,17.27,11.23,14.26,18.28,11.18,22.87,11.69,0.41
2019-5-25,25,5,2019,33,Odd,17.94,12.16,15.05,18.55,10.19,23.44,13.26,0.79
2019-5-28,28,5,2019,8,Even,16.83,13.62,15.23,17.88,6.73,20.23,13.5,2.48
2019-5-30,30,5,2019,16,Odd,16.1,11.4,13.75,17.23,9.46,20.93,11.47,1.82
2019-6-1,1,6,2019,17,Even,18.36,10.66,14.51,18.49,13.48,24.41,10.94,0.1
2019-6-4,4,6,2019,15,Odd,21.47,14.23,17.85,22.44,12.79,28.01,15.21,0.12
2019-6-6,6,6,2019,2,Even,20.35,14.96,17.65,20.83,10.84,25.51,14.67,0.0
2019-6-8,8,6,2019,15,Even,24.33,15.56,19.94,24.49,11.96,30.04,18.08,0.0
2019-6-11,11,6,2019,16,Even,23.7,15.37,19.54,23.9,9.53,28.69,19.16,0.0
2019-6-13,13,6,2019,11,Even,24.92,14.14,19.53,25.1,13.55,31.29,17.73,0.0
2019-6-15,15,6,2019,4,Odd,24.78,17.28,21.03,25.81,9.93,29.51,19.58,0.05
2019-6-18,18,6,2019,13,Odd,24.7,16.8,20.75,26.19,11.79,30.87,19.08,0.19
2019-6-20,20,6,2019,25,Even,24.52,14.7,19.61,25.49,12.41,30.92,18.51,0.0
2019-6-22,22,6,2019,35,Odd,25.08,16.34,20.71,25.36,11.44,32.07,20.63,0.05
2019-6-25,25,6,2019,14,Even,27.73,15.46,21.59,28.99,14.86,34.93,20.06,0.0
2019-6-27,27,6,2019,33,Even,30.11,15.26,22.69,30.9,14.8,37.28,22.47,0.0
2019-6-29,29,6,2019,6,Odd,29.5,12.83,21.16,30.53,15.33,36.84,21.51,0.0
2019-7-2,2,7,2019,13,Even,28.84,15.4,22.12,30.35,13.68,35.8,22.12,0.0
2019-7-4,4,7,2019,40,Even,28.44,14.51,21.48,29.91,10.79,34.33,23.55,0.19
2019-7-6,6,7,2019,6,Odd,28.1,15.8,21.95,29.84,12.25,34.48,22.23,0.0
2019-7-9,9,7,2019,1,Even,27.62,18.44,23.03,28.51,11.04,34.3,23.26,0.34
2019-7-11,11,7,2019,15,Even,24.44,11.93,18.19,26.46,14.19,31.27,17.09,0.0
2019-7-13,13,7,2019,3,Even,26.07,17.84,21.95,28.18,10.45,30.68,20.22,2.13
2019-7-16,16,7,2019,30,Even,24.76,12.14,18.45,26.48,13.49,32.05,18.55,2.48
2019-7-18,18,7,2019,12,Even,25.55,13.06,19.3,27.55,11.32,31.58,20.26,0.05
2019-7-20,20,7,2019,2,Odd,26.75,15.05,20.9,28.83,11.62,32.91,21.3,0.01
2019-7-23,23,7,2019,18,Odd,30.23,14.87,22.55,32.18,13.22,37.13,23.91,0.0
2019-7-25,25,7,2019,7,Even,30.51,15.03,22.77,32.1,11.85,36.79,24.94,0.0
2019-7-27,27,7,2019,13,Odd,26.48,19.45,22.97,27.49,9.08,31.04,21.96,8.61
2019-7-30,30,7,2019,6,Even,26.81,17.12,21.97,28.8,12.37,33.58,21.21,0.0
2019-8-1,1,8,2019,20,Even,27.23,14.54,20.88,28.85,12.41,33.94,21.54,0.0
2019-8-3,3,8,2019,6,Odd,27.31,14.53,20.92,28.38,12.58,33.8,21.23,0.08
2019-8-6,6,8,2019,20,Odd,27.1,14.43,20.76,28.62,12.41,33.53,21.12,0.0
2019-8-8,8,8,2019,6,Odd,27.82,17.8,22.81,29.4,10.16,33.3,23.15,0.0
2019-8-10,10,8,2019,10,Odd,29.73,17.54,23.63,31.54,13.22,36.62,23.4,0.0
2019-8-13,13,8,2019,7,Odd,29.37,17.51,23.44,30.44,10.85,35.39,24.53,0.0
